trade_date,open,high,low,close,vol,turnover_rate,volume_ratio,pe,pb,ps,total_mv,dv_ratio,trade_date,adj_factor,open_hfq,open_qfq,close_hfq,close_qfq,high_hfq,high_qfq,low_hfq,low_qfq,pre_close_hfq,pre_close_qfq,macd_dif,macd_dea,macd,kdj_k,kdj_d,kdj_j,rsi_6,rsi_12,rsi_24,boll_upper,boll_mid,boll_lower,cci
2016-02-01,9.98,10.01,9.74,9.8,417732.14,0.3539,0.86,7.0814,0.8924,1.9102,14022502.6162,1.4177,20160201,85.994,858.22012,7.35325,842.7412,7.22063,860.79994,7.37536,837.58156,7.17642,859.94,7.36799,-0.362,-0.331,-0.062,18.939,17.486,21.845,31.758,31.044,35.12,8.492,7.754,7.017,-97.804
2016-02-02,9.8,10.03,9.78,9.95,369104.16,0.3127,0.74,7.1897,0.906,1.9395,14237132.7583,1.3963,20160202,85.994,842.7412,7.22063,855.6403,7.33115,862.51982,7.39009,841.02132,7.20589,842.7412,7.22063,-0.35,-0.335,-0.031,22.771,19.247,29.818,40.618,35.558,37.275,8.398,7.701,7.005,-68.935
2016-02-03,9.85,9.89,9.77,9.85,274572.17,0.2326,0.62,7.1175,0.8969,1.92,14094045.9969,1.4105,20160203,85.994,847.0409,7.25747,847.0409,7.25747,850.48066,7.28694,840.16138,7.19852,855.6403,7.33115,-0.343,-0.336,-0.013,24.984,21.16,32.634,36.796,33.942,36.433,8.258,7.639,7.02,-74.522
2016-02-04,9.89,10.0,9.88,9.95,373099.47,0.3161,0.98,7.1897,0.906,1.9395,14237132.7583,1.3963,20160204,85.994,850.48066,7.28694,855.6403,7.33115,859.94,7.36799,849.62072,7.27957,847.0409,7.25747,-0.328,-0.335,0.014,30.545,24.288,43.059,43.208,37.062,37.897,8.204,7.603,7.002,-44.187
2016-02-05,9.96,9.97,9.91,9.92,270893.34,0.2295,0.68,7.1681,0.9033,1.9336,14194206.7299,1.4005,20160205,85.994,856.50024,7.33852,853.06048,7.30904,857.36018,7.34588,852.20054,7.30168,855.6403,7.33115,-0.313,-0.33,0.034,35.178,27.918,49.698,41.686,36.498,37.625,8.107,7.558,7.01,-40.7
2016-02-15,9.66,9.85,9.65,9.79,278499.46,0.2359,0.82,7.0741,0.8915,1.9083,14008193.9401,1.4191,20160215,85.994,830.70204,7.11748,841.88126,7.21326,847.0409,7.25747,829.8421,7.11011,853.06048,7.30904,-0.307,-0.326,0.038,36.647,30.828,48.285,35.231,34.048,36.446,8.063,7.523,6.982,-78.479
2016-02-16,9.84,10.03,9.83,10.01,428386.38,0.3629,1.37,7.2331,0.9115,1.9512,14322984.8151,1.3879,20160216,85.994,846.18096,7.2501,860.79994,7.37536,862.51982,7.39009,845.32102,7.24273,841.88126,7.21326,-0.285,-0.317,0.065,52.338,37.998,81.019,50.726,41.32,39.779,7.997,7.493,6.989,-13.762
2016-02-17,10.03,10.22,9.99,10.15,585167.06,0.4957,1.8,7.3343,0.9243,1.9785,14523306.2811,1.3688,20160217,85.994,862.51982,7.39009,872.8391,7.47851,878.85868,7.53008,859.08006,7.36062,860.79994,7.37536,-0.256,-0.305,0.098,64.132,46.709,98.977,58.338,45.493,41.806,7.942,7.473,7.003,70.69
2016-02-18,10.18,10.22,10.09,10.09,406178.24,0.3441,1.05,7.2909,0.9188,1.9668,14437454.2243,1.3769,20160218,85.994,875.41892,7.50061,867.67946,7.4343,878.85868,7.53008,867.67946,7.4343,872.8391,7.47851,-0.234,-0.291,0.113,68.486,53.968,97.521,54.044,44.029,41.186,7.867,7.448,7.028,99.981
2016-02-19,10.09,10.14,9.99,10.04,318898.25,0.2702,0.81,7.2548,0.9142,1.957,14365910.8436,1.3838,20160219,85.994,867.67946,7.4343,863.37976,7.39746,871.97916,7.47114,859.08006,7.36062,867.67946,7.4343,-0.217,-0.276,0.118,68.464,58.8,87.792,50.339,42.778,40.662,7.834,7.432,7.03,90.878
2016-02-22,10.13,10.31,10.06,10.29,617739.45,0.5233,1.53,7.4354,0.937,2.0058,14723627.747,1.3502,20160222,85.994,871.11922,7.46377,884.87826,7.58166,886.59814,7.5964,865.09964,7.4122,863.37976,7.39746,-0.187,-0.258,0.143,77.966,65.189,103.521,64.812,50.458,44.357,7.821,7.428,7.034,168.139
2016-02-23,10.29,10.29,10.05,10.12,425874.37,0.3608,0.9,7.3126,0.9215,1.9726,14480380.2527,1.3728,20160223,85.994,884.87826,7.58166,870.25928,7.4564,884.87826,7.58166,864.2397,7.40483,884.87826,7.58166,-0.171,-0.241,0.14,75.715,68.697,89.749,52.36,45.889,42.48,7.738,7.406,7.074,102.561
2016-02-24,10.06,10.15,10.01,10.15,300103.6,0.2542,0.64,7.3343,0.9243,1.9785,14523306.2811,1.3688,20160224,85.994,865.09964,7.4122,872.8391,7.47851,872.8391,7.47851,860.79994,7.37536,870.25928,7.4564,-0.155,-0.224,0.138,75.729,71.041,85.105,54.223,46.816,42.925,7.682,7.392,7.101,62.042
2016-02-25,10.12,10.13,9.6,9.67,622072.84,0.527,1.5,6.9874,0.8805,1.8849,13836489.8264,1.4367,20160225,85.994,870.25928,7.4564,831.56198,7.12484,871.11922,7.46377,825.5424,7.07327,872.8391,7.47851,-0.169,-0.213,0.088,53.772,65.285,30.747,30.974,36.039,38.017,7.663,7.368,7.072,-98.479
2016-02-26,9.77,9.83,9.66,9.79,392154.41,0.3322,0.86,7.0741,0.8915,1.9083,14008193.9401,1.4191,20160226,85.994,840.16138,7.19852,841.88126,7.21326,845.32102,7.24273,830.70204,7.11748,831.56198,7.12484,-0.171,-0.204,0.068,44.768,58.446,17.413,38.841,39.817,39.812,7.615,7.345,7.076,-111.446
2016-02-29,9.79,9.81,9.42,9.56,566896.39,0.4803,1.2,6.9079,0.8705,1.8635,13679094.3889,1.4533,20160229,85.994,841.88126,7.21326,822.10264,7.0438,843.60114,7.228,810.06348,6.94064,841.88126,7.21326,-0.184,-0.2,0.033,35.089,50.66,3.946,30.774,35.44,37.632,7.58,7.315,7.051,-158.715
2016-03-01,9.62,9.77,9.58,9.7,377910.8,0.3202,0.82,7.0091,0.8833,1.8907,13879415.8548,1.4323,20160301,85.994,827.26228,7.088,834.1418,7.14695,840.16138,7.19852,823.82252,7.05853,822.10264,7.0438,-0.183,-0.197,0.027,33.88,45.067,11.505,39.892,39.832,39.728,7.583,7.309,7.035,-107.707
2016-03-02,9.75,10.13,9.72,10.1,676613.73,0.5732,1.5,7.2981,0.9197,1.9687,14451762.9004,1.3756,20160302,85.994,838.4415,7.18379,868.5394,7.44167,871.11922,7.46377,835.86168,7.16168,834.1418,7.14695,-0.158,-0.189,0.063,48.055,46.063,52.038,58.593,50.359,45.217,7.597,7.317,7.038,14.62
2016-03-03,10.09,10.18,10.04,10.11,553089.4,0.4686,1.05,7.3054,0.9206,1.9707,14466071.5765,1.3742,20160303,85.994,867.67946,7.4343,869.39934,7.44904,875.41892,7.50061,863.37976,7.39746,868.5394,7.44167,-0.135,-0.178,0.086,57.879,50.002,73.634,58.976,50.595,45.347,7.605,7.333,7.06,58.333
2016-03-04,10.09,10.5,10.07,10.4,1381249.07,1.1701,2.69,7.5149,0.947,2.0272,14881023.1846,1.3359,20160304,85.994,867.67946,7.4343,894.3376,7.66271,902.937,7.73639,865.95958,7.41956,869.39934,7.44904,-0.099,-0.162,0.127,68.833,56.279,93.942,68.963,57.048,49.005,7.655,7.347,7.039,123.679
2016-03-07,10.35,10.49,10.3,10.34,606352.97,0.5137,0.85,7.4716,0.9416,2.0155,14795171.1277,1.3436,20160307,85.994,890.0379,7.62587,889.17796,7.6185,902.07706,7.72902,885.7382,7.58903,894.3376,7.66271,-0.073,-0.144,0.143,74.284,62.28,98.29,65.032,55.414,48.307,7.691,7.367,7.043,121.943
2016-03-08,10.36,10.36,9.94,10.28,643156.46,0.5449,0.89,7.4282,0.9361,2.0038,14709319.0709,1.3515,20160308,85.994,890.89784,7.63324,884.01832,7.57429,890.89784,7.63324,854.78036,7.32378,889.17796,7.6185,-0.055,-0.127,0.143,76.066,66.875,94.446,60.869,53.736,47.599,7.715,7.379,7.044,54.535
2016-03-09,10.14,10.22,10.04,10.17,325900.65,0.2761,0.42,7.3487,0.9261,1.9824,14551923.6334,1.3661,20160309,85.994,871.97916,7.47114,874.55898,7.49324,878.85868,7.53008,863.37976,7.39746,884.01832,7.57429,-0.047,-0.111,0.127,73.859,69.203,83.169,53.354,50.666,46.302,7.725,7.391,7.057,36.943
2016-03-10,10.24,10.35,10.13,10.15,474020.3,0.4016,0.68,6.6423,0.8993,1.5103,14523306.2811,1.3688,20160310,85.994,880.57856,7.54482,872.8391,7.47851,890.0379,7.62587,871.11922,7.46377,874.55898,7.49324,-0.042,-0.097,0.111,71.77,70.059,75.192,51.955,50.098,46.064,7.734,7.399,7.064,53.934
2016-03-11,10.1,10.22,10.04,10.16,383736.72,0.3251,0.56,6.6488,0.9002,1.5118,14537614.9572,1.3674,20160311,85.994,868.5394,7.44167,873.69904,7.48588,878.85868,7.53008,863.37976,7.39746,872.8391,7.47851,-0.036,-0.085,0.097,68.861,69.66,67.264,52.699,50.401,46.208,7.742,7.407,7.073,33.351
2016-03-14,10.21,10.46,10.21,10.26,655158.22,0.555,1.35,6.7142,0.909,1.5266,14680701.7186,1.3541,20160314,85.994,877.99874,7.52272,882.29844,7.55956,899.49724,7.70692,877.99874,7.52272,873.69904,7.48588,-0.026,-0.073,0.095,68.984,69.434,68.084,60.115,53.484,47.67,7.753,7.425,7.097,83.571
2016-03-15,10.28,10.36,10.16,10.32,417920.37,0.354,0.84,6.7535,0.9143,1.5356,14766553.7754,1.3462,20160315,85.994,884.01832,7.57429,887.45808,7.60376,890.89784,7.63324,873.69904,7.48588,882.29844,7.55956,-0.013,-0.061,0.095,68.609,69.159,67.507,64.16,55.302,48.545,7.772,7.436,7.1,66.815
2016-03-16,10.27,10.45,10.25,10.35,664886.2,0.5633,1.47,6.7731,0.917,1.54,14809479.8039,1.3423,20160316,85.994,883.15838,7.56692,890.0379,7.62587,898.6373,7.69955,881.4385,7.55219,887.45808,7.60376,-0.002,-0.049,0.094,70.144,69.487,71.457,66.216,56.235,48.99,7.79,7.444,7.097,82.269
2016-03-17,10.36,10.48,10.3,10.42,610996.38,0.5176,1.18,6.819,0.9232,1.5505,14909640.5368,1.3333,20160317,85.994,890.89784,7.63324,896.05748,7.67744,901.21712,7.72165,885.7382,7.58903,890.0379,7.62587,0.011,-0.037,0.096,75.853,71.609,84.342,70.892,58.443,50.043,7.816,7.456,7.095,93.834
2016-03-18,10.42,10.57,10.4,10.54,797215.81,0.6754,1.46,6.8975,0.9338,1.5683,15081344.6505,1.3181,20160318,85.994,896.05748,7.67744,906.37676,7.76586,908.95658,7.78796,894.3376,7.66271,896.05748,7.67744,0.028,-0.024,0.105,82.315,75.178,96.589,77.343,62.026,51.82,7.858,7.474,7.09,129.487
2016-03-21,10.55,10.86,10.55,10.8,920432.81,0.7798,1.46,7.0676,0.9569,1.607,15453370.2301,1.2864,20160321,85.994,907.2367,7.77323,928.7352,7.95743,933.89484,8.00164,907.2367,7.77323,906.37676,7.76586,0.057,-0.008,0.129,85.771,78.709,99.895,85.625,68.455,55.408,7.929,7.493,7.057,214.891
2016-03-22,10.77,10.94,10.69,10.72,625482.48,0.5299,0.92,7.0153,0.9498,1.5951,15338900.821,1.296,20160322,85.994,926.15538,7.93532,921.85568,7.89848,940.77436,8.06058,919.27586,7.87638,928.7352,7.95743,0.074,0.008,0.13,82.366,79.928,87.242,75.442,64.774,54.114,7.985,7.515,7.045,190.748
2016-03-23,10.71,10.77,10.61,10.7,430278.16,0.3645,0.59,7.0022,0.948,1.5921,15310283.4687,1.2984,20160323,85.994,920.99574,7.89112,920.1358,7.88375,926.15538,7.93532,912.39634,7.81744,921.85568,7.89848,0.085,0.024,0.122,79.355,79.737,78.591,72.844,63.838,53.787,8.031,7.535,7.039,121.191
2016-03-24,10.61,10.63,10.5,10.52,372406.24,0.3155,0.55,6.8844,0.9321,1.5653,15052727.2982,1.3206,20160324,85.994,912.39634,7.81744,904.65688,7.75112,914.11622,7.83217,902.937,7.73639,920.1358,7.88375,0.082,0.035,0.093,68.288,75.921,53.023,53.092,55.905,50.893,8.033,7.567,7.1,54.497
2016-03-25,10.51,10.6,10.5,10.59,237070.49,0.2008,0.38,6.9302,0.9383,1.5758,15152888.0312,1.3119,20160325,85.994,903.79694,7.74376,910.67646,7.8027,911.5364,7.81007,902.937,7.73639,904.65688,7.75112,0.083,0.045,0.076,63.901,71.914,47.876,58.361,58.113,51.942,8.044,7.596,7.148,51.263
2016-03-28,10.62,10.65,10.45,10.48,358621.01,0.3038,0.69,6.8582,0.9285,1.5594,14995492.5937,1.3257,20160328,85.994,913.25628,7.8248,901.21712,7.72165,915.8361,7.84691,898.6373,7.69955,910.67646,7.8027,0.076,0.051,0.051,53.712,65.847,29.442,48.16,53.519,50.184,8.002,7.63,7.258,31.264
2016-03-29,10.51,10.52,10.38,10.43,318317.87,0.2697,0.79,6.8255,0.9241,1.5519,14923949.213,1.332,20160329,85.994,903.79694,7.74376,896.91742,7.68481,904.65688,7.75112,892.61772,7.64797,901.21712,7.72165,0.067,0.054,0.026,42.579,58.091,11.555,43.968,51.5,49.391,7.956,7.657,7.358,-8.496
2016-03-30,10.48,10.7,10.47,10.7,539699.98,0.4572,1.57,7.0022,0.948,1.5921,15310283.4687,1.2984,20160330,85.994,901.21712,7.72165,920.1358,7.88375,920.1358,7.88375,900.35718,7.71428,896.91742,7.68481,0.076,0.059,0.034,47.434,54.538,33.224,64.174,60.318,53.529,7.976,7.679,7.382,58.709
2016-03-31,10.71,10.75,10.64,10.64,418387.92,0.3544,1.15,6.9629,0.9427,1.5832,15224431.4119,1.3058,20160331,85.994,920.99574,7.89112,914.97616,7.83954,924.4355,7.92059,914.97616,7.83954,920.1358,7.88375,0.077,0.062,0.03,47.099,52.058,37.179,58.544,57.772,52.533,7.984,7.698,7.413,74.755
2016-04-01,10.62,10.69,10.5,10.66,369341.88,0.3129,0.99,6.976,0.9445,1.5862,15253048.7642,1.3033,20160401,85.994,913.25628,7.8248,916.69604,7.85428,919.27586,7.87638,902.937,7.73639,914.97616,7.83954,0.079,0.066,0.027,48.066,50.728,42.742,59.95,58.41,52.838,8.001,7.708,7.415,36.043
2016-04-05,10.62,10.81,10.5,10.7,592308.64,0.5018,1.48,7.0022,0.948,1.5921,15310283.4687,1.2984,20160405,85.994,913.25628,7.8248,920.1358,7.88375,929.59514,7.9648,902.937,7.73639,916.69604,7.85428,0.082,0.069,0.026,56.85,52.768,65.013,62.963,59.738,53.462,8.021,7.721,7.422,56.644
2016-04-06,10.68,10.75,10.61,10.72,435259.54,0.3687,0.97,7.0153,0.9498,1.5951,15338900.821,1.296,20160406,85.994,918.41592,7.86901,921.85568,7.89848,924.4355,7.92059,912.39634,7.81744,920.1358,7.88375,0.085,0.072,0.025,64.257,56.598,79.574,64.563,60.428,53.782,8.038,7.737,7.437,63.137
2016-04-07,10.72,10.73,10.59,10.59,377719.59,0.32,0.8,6.9302,0.9383,1.5758,15152888.0312,1.3119,20160407,85.994,921.85568,7.89848,910.67646,7.8027,922.71562,7.90585,910.67646,7.8027,921.85568,7.89848,0.078,0.073,0.009,59.117,57.437,62.476,48.292,53.886,51.39,8.033,7.753,7.473,12.314
2016-04-08,10.55,10.67,10.5,10.57,376553.86,0.319,0.86,6.9171,0.9365,1.5728,15124270.6789,1.3144,20160408,85.994,907.2367,7.77323,908.95658,7.78796,917.55598,7.86164,902.937,7.73639,910.67646,7.8027,0.071,0.073,-0.004,54.14,56.338,49.743,46.145,52.924,51.026,8.019,7.768,7.518,-45.495
2016-04-11,10.6,10.8,10.6,10.72,786386.02,0.6662,1.83,7.0153,0.9498,1.5951,15338900.821,1.296,20160411,85.994,911.5364,7.81007,921.85568,7.89848,928.7352,7.95743,911.5364,7.81007,908.95658,7.78796,0.073,0.073,0.0,62.45,58.375,70.599,61.536,58.922,53.6,8.009,7.789,7.569,78.746
2016-04-12,10.7,10.71,10.62,10.67,298599.54,0.253,0.58,6.9826,0.9453,1.5877,15267357.4403,1.3021,20160412,85.994,920.1358,7.88375,917.55598,7.86164,920.99574,7.89112,913.25628,7.8248,921.85568,7.89848,0.071,0.072,-0.003,61.241,59.331,65.062,55.223,56.313,52.638,7.999,7.804,7.609,53.766
2016-04-13,10.73,10.97,10.71,10.81,856760.36,0.7258,1.88,7.0742,0.9578,1.6085,15467678.9063,1.2852,20160413,85.994,922.71562,7.90585,929.59514,7.9648,943.35418,8.08268,920.99574,7.89112,917.55598,7.86164,0.077,0.073,0.007,62.813,60.492,67.457,66.701,61.518,54.998,8.006,7.822,7.638,193.629
2016-04-14,10.88,10.9,10.79,10.84,323646.3,0.2742,0.6,7.0938,0.9604,1.6129,15510604.9347,1.2817,20160414,85.994,935.61472,8.01637,932.17496,7.9869,937.3346,8.03111,927.87526,7.95006,929.59514,7.9648,0.082,0.075,0.014,65.989,62.324,73.319,68.76,62.56,55.494,8.014,7.84,7.666,165.957
2016-04-15,10.84,10.94,10.8,10.88,497224.04,0.4212,0.94,7.12,0.964,1.6189,15567839.6392,1.2769,20160415,85.994,932.17496,7.9869,935.61472,8.01637,940.77436,8.06058,928.7352,7.95743,932.17496,7.9869,0.088,0.078,0.021,70.943,65.197,82.435,71.572,63.98,56.166,8.03,7.857,7.684,157.653
2016-04-18,10.82,10.85,10.73,10.73,350654.01,0.2971,0.63,7.0218,0.9507,1.5966,15353209.4971,1.2948,20160418,85.994,930.45508,7.97216,922.71562,7.90585,933.0349,7.99427,922.71562,7.90585,935.61472,8.01637,0.083,0.079,0.008,63.607,64.667,61.488,50.936,55.388,53.032,8.033,7.864,7.695,65.024
2016-04-19,10.77,10.81,10.71,10.77,218239.94,0.1849,0.47,7.048,0.9542,1.6025,15410444.2017,1.29,20160419,85.994,926.15538,7.93532,926.15538,7.93532,929.59514,7.9648,920.99574,7.89112,922.71562,7.90585,0.08,0.079,0.002,61.554,63.629,57.403,55.081,57.066,53.75,8.03,7.863,7.696,46.646
2016-04-20,10.77,10.78,10.36,10.52,606586.25,0.5139,1.35,6.8844,0.9321,1.5653,15052727.2982,1.3206,20160420,85.994,926.15538,7.93532,904.65688,7.75112,927.01532,7.94269,890.89784,7.63324,926.15538,7.93532,0.062,0.076,-0.027,49.779,59.013,31.312,33.719,45.422,48.877,8.029,7.856,7.683,-128.736
2016-04-21,10.52,10.63,10.45,10.51,558799.2,0.4734,1.4,6.8778,0.8972,1.5638,15038418.6221,1.3219,20160421,85.994,904.65688,7.75112,903.79694,7.74376,914.11622,7.83217,898.6373,7.69955,904.65688,7.75112,0.047,0.07,-0.046,41.383,53.136,17.876,33.102,45.021,48.693,8.028,7.849,7.67,-125.335
2016-04-22,10.46,10.62,10.41,10.55,359677.12,0.3047,0.81,6.904,0.9006,1.5698,15095653.3266,1.3169,20160422,85.994,899.49724,7.70692,907.2367,7.77323,913.25628,7.8248,895.19754,7.67008,903.79694,7.74376,0.037,0.063,-0.053,37.971,48.081,17.751,38.498,47.06,49.487,8.027,7.85,7.673,-114.937
2016-04-25,10.56,10.56,10.42,10.5,349257.75,0.2959,0.83,6.8713,0.8963,1.5624,15024109.946,1.3232,20160425,85.994,908.09664,7.7806,902.937,7.73639,908.09664,7.7806,896.05748,7.67744,907.2367,7.77323,0.026,0.056,-0.06,32.964,43.042,12.809,34.343,44.795,48.507,8.029,7.847,7.664,-114.286
2016-04-26,10.48,10.6,10.46,10.59,291699.38,0.2471,0.7,6.9302,0.904,1.5758,15152888.0312,1.3119,20160426,85.994,901.21712,7.72165,910.67646,7.8027,911.5364,7.81007,899.49724,7.70692,902.937,7.73639,0.022,0.049,-0.054,35.195,40.426,24.731,46.755,49.562,50.354,8.025,7.851,7.676,-68.351
2016-04-27,10.58,10.61,10.52,10.57,239553.93,0.2029,0.55,6.9171,0.9023,1.5728,15124270.6789,1.3144,20160427,85.994,909.81652,7.79533,908.95658,7.78796,912.39634,7.81744,904.65688,7.75112,910.67646,7.8027,0.017,0.043,-0.051,35.532,38.795,29.006,44.511,48.546,49.939,8.016,7.856,7.695,-53.226
