trade_date,open,high,low,close,vol,turnover_rate,volume_ratio,pe,pb,ps,total_mv,dv_ratio,trade_date,adj_factor,open_hfq,open_qfq,close_hfq,close_qfq,high_hfq,high_qfq,low_hfq,low_qfq,pre_close_hfq,pre_close_qfq,macd_dif,macd_dea,macd,kdj_k,kdj_d,kdj_j,rsi_6,rsi_12,rsi_24,boll_upper,boll_mid,boll_lower,cci
2016-01-18,4.19,4.25,4.17,4.19,1194841.35,0.0443,0.97,5.4144,0.9075,2.2664,149334221.7203,6.0955,20160118,1.48,6.2012,2.77335,6.2012,2.77335,6.29,2.81306,6.1716,2.76011,6.2604,2.79982,-0.067,-0.046,-0.042,10.142,13.232,3.962,13.82,23.323,34.624,3.177,2.969,2.761,-128.447
2016-01-19,4.19,4.27,4.18,4.25,981357.74,0.0364,0.86,5.4919,0.9205,2.2989,151472659.2628,6.0094,20160119,1.48,6.2012,2.77335,6.29,2.81306,6.3196,2.8263,6.1864,2.76673,6.2012,2.77335,-0.068,-0.05,-0.036,14.842,13.769,16.989,32.037,31.741,38.052,3.163,2.954,2.746,-94.692
2016-01-20,4.25,4.25,4.17,4.22,1065847.38,0.0395,0.97,5.4531,0.914,2.2827,150403440.4916,6.0521,20160120,1.48,6.29,2.81306,6.2456,2.7932,6.29,2.81306,6.1716,2.76011,6.29,2.81306,-0.07,-0.054,-0.031,15.103,14.214,16.882,28.431,29.948,37.039,3.15,2.939,2.729,-95.311
2016-01-21,4.2,4.26,4.18,4.18,846015.8,0.0314,0.76,5.4014,0.9053,2.261,148977815.4632,6.11,20160121,1.48,6.216,2.77996,6.1864,2.76673,6.3048,2.81968,6.1864,2.76673,6.2456,2.7932,-0.072,-0.058,-0.029,11.351,13.259,7.534,24.092,27.673,35.716,3.134,2.923,2.712,-91.174
2016-01-22,4.21,4.22,4.18,4.22,846964.99,0.0314,0.83,5.4531,0.914,2.2827,150403440.4916,6.0521,20160122,1.48,6.2308,2.78658,6.2456,2.7932,6.2456,2.7932,6.1864,2.76673,6.1864,2.76673,-0.071,-0.06,-0.022,15.504,14.008,18.496,35.842,33.207,38.026,3.115,2.909,2.703,-80.985
2016-01-25,4.22,4.25,4.2,4.23,627689.98,0.0233,0.64,5.4661,0.9161,2.2881,150759846.7486,6.0378,20160125,1.48,6.2456,2.7932,6.2604,2.79982,6.29,2.81306,6.216,2.77996,6.2456,2.7932,-0.069,-0.062,-0.014,21.447,16.487,31.366,38.688,34.572,38.602,3.091,2.895,2.7,-58.333
2016-01-26,4.21,4.22,4.05,4.08,1123814.08,0.0417,1.29,5.2722,0.8837,2.2069,145413752.8923,6.2598,20160126,1.48,6.2308,2.78658,6.0384,2.70054,6.2456,2.7932,5.994,2.68068,6.2604,2.79982,-0.075,-0.065,-0.02,18.144,17.04,20.353,21.509,25.907,33.702,3.08,2.878,2.677,-136.525
2016-01-27,4.09,4.15,4.06,4.11,1524786.45,0.0566,1.69,5.311,0.8901,2.2232,146482971.6636,6.2141,20160127,1.48,6.0532,2.70716,6.0828,2.72039,6.142,2.74687,6.0088,2.6873,6.0384,2.70054,-0.077,-0.067,-0.019,20.096,18.058,24.171,29.068,29.749,35.413,3.058,2.862,2.666,-137.633
2016-01-28,4.1,4.1,4.02,4.05,901993.34,0.0335,0.91,5.2335,0.8772,2.1907,144344534.121,6.3062,20160128,1.48,6.068,2.71377,5.994,2.68068,6.068,2.71377,5.9496,2.66082,6.0828,2.72039,-0.08,-0.07,-0.021,17.397,17.838,16.516,23.611,26.725,33.603,3.034,2.843,2.652,-175.158
2016-01-29,4.04,4.12,4.03,4.1,1375856.43,0.051,1.37,5.2981,0.888,2.2178,146126565.4065,6.2293,20160129,1.48,5.9792,2.67406,6.068,2.71377,6.0976,2.72701,5.9644,2.66744,5.994,2.68068,-0.08,-0.072,-0.016,22.265,19.314,28.167,35.685,32.923,36.428,3.005,2.827,2.649,-124.544
2016-02-01,4.09,4.09,4.0,4.03,1040283.1,0.0386,0.94,5.2076,0.8728,2.1799,143631721.6069,6.3375,20160201,1.48,6.0532,2.70716,5.9644,2.66744,6.0532,2.70716,5.92,2.64758,6.068,2.71377,-0.082,-0.074,-0.017,18.689,19.106,17.857,28.197,29.157,34.297,2.996,2.813,2.631,-131.271
2016-02-02,4.02,4.07,4.0,4.05,926455.8,0.0344,0.78,5.2335,0.8772,2.1907,144344534.121,6.3062,20160202,1.48,5.9496,2.66082,5.994,2.68068,6.0236,2.69392,5.92,2.64758,5.9644,2.66744,-0.082,-0.075,-0.013,18.87,19.027,18.556,33.016,31.596,35.423,2.978,2.799,2.621,-107.97
2016-02-03,4.02,4.03,3.97,4.01,779351.78,0.0289,0.68,5.1818,0.8685,2.1691,142918909.0927,6.3691,20160203,1.48,5.9496,2.66082,5.9348,2.6542,5.9644,2.66744,5.8756,2.62773,5.994,2.68068,-0.083,-0.077,-0.012,17.342,18.465,15.095,28.436,29.388,34.199,2.95,2.783,2.616,-118.451
2016-02-04,4.02,4.04,4.0,4.02,735629.43,0.0273,0.73,5.1947,0.8707,2.1745,143275315.3498,6.3532,20160204,1.48,5.9496,2.66082,5.9496,2.66082,5.9792,2.67406,5.92,2.64758,5.9348,2.6542,-0.082,-0.078,-0.009,17.514,18.148,16.245,31.296,30.708,34.787,2.93,2.769,2.609,-91.637
2016-02-05,4.02,4.03,4.0,4.01,712044.11,0.0264,0.73,5.1818,0.8685,2.1691,142918909.0927,6.3691,20160205,1.48,5.9496,2.66082,5.9348,2.6542,5.9644,2.66744,5.92,2.64758,5.9496,2.66082,-0.081,-0.079,-0.005,17.009,17.768,15.49,29.864,30.094,34.466,2.899,2.754,2.61,-86.482
2016-02-15,3.94,3.99,3.93,3.97,582265.8,0.0216,0.69,5.1301,0.8598,2.1474,141493284.0643,6.4332,20160215,1.48,5.8312,2.60787,5.8756,2.62773,5.9052,2.64097,5.8164,2.60125,5.9348,2.6542,-0.082,-0.079,-0.005,17.4,17.646,16.909,24.486,27.68,33.187,2.889,2.743,2.597,-115.814
